# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
L-rhamnose degradation II|PWY-6713|L-rhamnose Degradation|L-rhamnose-Degradation|0.35305408|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6713
3-phosphoinositide biosynthesis|PWY-6352|||0.36602995|0.875|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6352
diacylglycerol and triacylglycerol biosynthesis|TRIGLSYN-PWY|||0.3723254|0.5714286|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRIGLSYN-PWY
L-isoleucine degradation II|PWY-5078|L-isoleucine Degradation|ISOLEUCINE-DEG|0.37471592|5.3333335|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5078
phospholipases|LIPASYN-PWY|||0.3815248|2.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPASYN-PWY
L-ornithine biosynthesis I|GLUTORN-PWY|L-Ornithine Biosynthesis|L-Ornithine-Biosynthesis|0.39415413|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTORN-PWY
sphingolipid recycling and degradation (yeast)|PWY-7119|||0.39693433|0.90909094|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7119
glycolysis III (from glucose)|ANAGLYCOLYSIS-PWY|Glycolysis|GLYCOLYSIS-VARIANTS|0.42210507|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ANAGLYCOLYSIS-PWY
2-methylcitrate cycle I|PWY0-42|2-Methylcitrate Cycle|Methyl-Citrate-Cycle|0.42713243|2.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-42
biotin-carboxyl carrier protein assembly|PWY0-1264|||0.4284563|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1264
phosphatidylethanolamine biosynthesis II|PWY4FS-6|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|0.43377516|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY4FS-6
phospholipid remodeling (phosphatidylcholine, yeast)|PWY-7416|Phosphatidylcholine Biosynthesis|PhosphatidylcholineBiosynthesis|0.4343796|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7416
glutathione-peroxide redox reactions|PWY-4081|||0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4081
gliotoxin biosynthesis|PWY-7533|||0.44|2.5555556|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7533
thioredoxin pathway|THIOREDOX-PWY|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=THIOREDOX-PWY
glutaminyl-tRNAgln biosynthesis via transamidation|PWY-5921|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5921
fructose 2,6-bisphosphate biosynthesis|PWY66-423|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-423
CMP phosphorylation|PWY-7205|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
arsenate detoxification II (glutaredoxin)|PWY-4621|Arsenate Detoxification|Arsenate-Detoxification|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4621
oleate beta-oxidation (isomerase-dependent, yeast)|PWY-7291|||0.44000003|2.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7291
gamma-linolenate biosynthesis II (animals)|PWY-6000|gamma-Linolenate Biosynthesis|Gamma-linolenate-Biosynthesis|0.44000003|7.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6000
L-homocysteine biosynthesis|PWY-5344|||0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
pseudouridine degradation|PWY-6019|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6019
thiamine triphosphate metabolism|PWY-7369|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7369
NADH repair|PWY-6938|||0.44000003|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6938
glycolysis I (from glucose 6-phosphate)|GLYCOLYSIS|Glycolysis|GLYCOLYSIS-VARIANTS|0.44254076|1.1666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOLYSIS
protein N-glycosylation (eukaryotic, high mannose)|MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS|||0.46315795|4.5789475|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS
L-aspartate degradation II|MALATE-ASPARTATE-SHUTTLE-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.46409202|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MALATE-ASPARTATE-SHUTTLE-PWY
glycine biosynthesis I|GLYSYN-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.4663375|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-PWY
geranyl diphosphate biosynthesis|PWY-5122|||0.4663375|11.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5122
L-glutamine degradation I|GLUTAMINDEG-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.47150373|13.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINDEG-PWY
4-hydroxyphenylpyruvate biosynthesis|PWY-5886|||0.47150373|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5886
geranylgeranyl diphosphate biosynthesis|PWY-5120|||0.4784876|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5120
D-mannose degradation|MANNCAT-PWY|||0.4784876|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNCAT-PWY
L-aspartate biosynthesis|ASPARTATESYN-PWY|L-aspartate Biosynthesis|ASPARTATE-SYN|0.4784876|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATESYN-PWY
L-aspartate degradation I|ASPARTATE-DEG1-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.4784876|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATE-DEG1-PWY
purine deoxyribonucleosides degradation I|PWY-7179|||0.48850375|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7179
UDP-alpha-D-glucose biosynthesis I|PWY-7343|||0.48870832|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7343
purine ribonucleosides degradation|PWY0-1296|||0.49058524|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1296
pentose phosphate pathway (non-oxidative branch)|NONOXIPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.49957672|2.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONOXIPENT-PWY
L-glutamine biosynthesis I|GLNSYN-PWY|Ammonia Assimilation|Ammonia-Assimilation|0.5027649|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLNSYN-PWY
acetate conversion to acetyl-CoA|PWY0-1313|||0.5027649|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1313
UDP-alpha-D-galactose biosynthesis|PWY-7344|||0.5027649|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7344
L-alanine biosynthesis III|PWY0-1021|L-alanine Biosynthesis|ALANINE-SYN|0.5027649|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1021
phosphatidate biosynthesis (yeast)|PWY-7411|||0.52125555|2.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7411
gluconeogenesis I|GLUCONEO-PWY|Gluconeogenesis|Gluconeogenesis|0.522153|1.2307693|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONEO-PWY
S-adenosyl-L-methionine biosynthesis|SAM-PWY|||0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SAM-PWY
L-malate degradation II|PWY-7686|(S)-Malate Degradation|L-Malate-Degradation|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7686
L-glutamate biosynthesis III|GLUTSYNIII-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.5255707|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYNIII-PWY
L-proline biosynthesis I|PROSYN-PWY|L-proline Biosynthesis|PROLINE-SYN|0.5255707|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROSYN-PWY
L-alanine degradation III|ALANINE-DEG3-PWY|L-alanine Degradation|ALANINE-DEG|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-DEG3-PWY
L-alanine biosynthesis II|ALANINE-SYN2-PWY|L-alanine Biosynthesis|ALANINE-SYN|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-SYN2-PWY
adenine and adenosine salvage I|P121-PWY|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=P121-PWY
L-glutamate degradation I|GLUTAMATE-DEG1-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.5255707|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-DEG1-PWY
NAD salvage pathway I|PYRIDNUCSAL-PWY|NAD Biosynthesis|NAD-SYN|0.53087777|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSAL-PWY
glyoxylate cycle|GLYOXYLATE-BYPASS|||0.562339|2.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYOXYLATE-BYPASS
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde|PWY-5653|NAD Biosynthesis|NAD-SYN|0.5650217|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5653
formate oxidation to CO2|PWY-1881|||0.5650466|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1881
long-chain fatty acid activation|PWY-5143|||0.5650466|14.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5143
betaxanthin biosynthesis (via dopamine)|PWY-5403|||0.5650466|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5403
thiamine salvage III|PWY-6898|||0.5650466|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6898
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||0.56934106|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
flavin biosynthesis III (fungi)|PWY-6168|Flavin Biosynthesis|Flavin-Biosynthesis|0.572946|2.5555556|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6168
4-aminobutanoate degradation I|PWY-6535|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.57334435|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6535
TCA cycle II (plants and fungi)|PWY-5690|TCA cycle|TCA-VARIANTS|0.57651144|2.4444444|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5690
L-carnitine biosynthesis|PWY-6100|||0.5775|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6100
pyrimidine ribonucleosides salvage I|PWY-7193|||0.5839873|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7193
urate conversion to allantoin I|PWY-5691|Urate Degradation|Urate-Degradation|0.5839873|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5691
GDP-mannose biosynthesis|PWY-5659|||0.5846642|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5659
ethanol degradation II|PWY66-21|Ethanol Degradation|Ethanol-Degradation|0.5847163|7.3333335|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-21
glutaryl-CoA degradation|PWY-5177|||0.5863896|1.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5177
dehydro-D-arabinono-1,4-lactone biosynthesis|PWY3O-6|||0.5866667|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY3O-6
ceramide degradation|PWY-6483|||0.5866667|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6483
D-myo-inositol (1,4,5)-trisphosphate degradation|PWY-6363|||0.5866667|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6363
D-galactose degradation I (Leloir pathway)|PWY-6317|Galactose Degradation|GALACTOSE-DEGRADATION|0.6019718|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6317
N-acetylglucosamine degradation I|GLUAMCAT-PWY|N-acetylglucosamine degradation|N-Acetylglucosamine-Degradation|0.60448515|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUAMCAT-PWY
L-isoleucine biosynthesis I (from threonine)|ILEUSYN-PWY|L-isoleucine Biosynthesis|ISOLEUCINE-SYN|0.6059426|2.4285715|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUSYN-PWY
